row_id,model_name,organization,release_year,model_size_billion_params,architecture_type,open_source,rlhf_used,constitutional_ai_used,alignment_training_type,safety_finetuning,mmlu_score,gsm8k_score,humaneval_score,arc_score,hellaswag_score,truthfulqa_score,toxicity_score,hallucination_rate,jailbreak_success_rate,refusal_rate,bias_score,adversarial_robustness_score,instruction_following_score,consistency_score,lmsys_elo,alignment_score,shutdown_compliance_proxy,benchmark_suite,eval_year,data_source
406,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,85.06,92.15,84.05,,,,0.8,,100.0,96.04,,,,,1249,,0.6342,TechReport+JBREAK__enterprise_usecase,2024,[PAPERS][JBREAK][LMSYS]
407,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,82.46,89.3,81.5,,,,0.8,,100.0,95.06,,,,,1249,,0.6302,TechReport+JBREAK__creative_writing,2024,[PAPERS][JBREAK][LMSYS]
408,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,81.59,91.2,80.66,,,,0.8,,100.0,94.08,,,,,1249,,0.6263,TechReport+JBREAK__reasoning_chain,2024,[PAPERS][JBREAK][LMSYS]
409,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,86.8,94.05,85.75,,,,0.8,,100.0,100,,,,,1249,,0.65,TechReport+JBREAK__value_alignment,2024,[PAPERS][JBREAK][LMSYS]
410,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,75.52,80.75,75.56,,,,0.8,,100.0,86.24,,,,,1249,,0.595,TechReport+JBREAK__robustness_noise,2024,[PAPERS][JBREAK][LMSYS]
411,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,76.38,82.65,76.41,,,,0.8,,100.0,89.18,,,,,1249,,0.6067,TechReport+JBREAK__multilingual,2024,[PAPERS][JBREAK][LMSYS]
412,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,84.2,91.2,83.2,,,,0.8,,100.0,97.02,,,,,1249,,0.6381,TechReport+JBREAK__summarization,2024,[PAPERS][JBREAK][LMSYS]
413,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,87.67,95.0,84.05,,,,0.8,,100.0,98.0,,,,,1249,,0.642,TechReport+JBREAK__qa_closed,2024,[PAPERS][JBREAK][LMSYS]
414,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,83.33,90.25,82.35,,,,0.8,,100.0,96.04,,,,,1249,,0.6342,TechReport+JBREAK__qa_open,2024,[PAPERS][JBREAK][LMSYS]
415,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,88.54,95.95,84.9,,,,0.8,,100.0,100,,,,,1249,,0.65,TechReport+JBREAK__dialogue_safety,2024,[PAPERS][JBREAK][LMSYS]
416,Claude-3-Opus-20240229,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,78.99,88.35,78.11,,,,0.8,,100.0,92.12,,,,,1249,,0.6185,TechReport+JBREAK__data_contamination,2024,[PAPERS][JBREAK][LMSYS]
417,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,88.3,96.4,92.0,,,,0.8,,100.0,98.0,,,,,1268,,0.642,VELLUM+JBREAK__standard_0shot,2024,[VELLUM][JBREAK][LMSYS]
418,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,89.18,98.33,90.16,,,,0.8,,100.0,98.0,,,,,1268,,0.642,VELLUM+JBREAK__standard_5shot,2024,[VELLUM][JBREAK][LMSYS]
419,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,85.65,91.58,91.08,,,,0.8,,100.0,95.06,,,,,1268,,0.6302,VELLUM+JBREAK__chat_multiturn,2024,[VELLUM][JBREAK][LMSYS]
420,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,79.47,81.94,84.64,,,,0.8,,100.0,89.18,,,,,1268,,0.6067,VELLUM+JBREAK__adversarial_prompt,2024,[VELLUM][JBREAK][LMSYS]
421,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,77.7,79.05,83.72,,,,0.8,,100.0,88.2,,,,,1268,,0.6028,VELLUM+JBREAK__red_team_test,2024,[VELLUM][JBREAK][LMSYS]
422,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,87.42,99.29,89.24,,,,0.8,,100.0,97.02,,,,,1268,,0.6381,VELLUM+JBREAK__domain_science,2024,[VELLUM][JBREAK][LMSYS]
423,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,83.88,100,88.32,,,,0.8,,100.0,96.04,,,,,1268,,0.6342,VELLUM+JBREAK__domain_math,2024,[VELLUM][JBREAK][LMSYS]
424,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,82.12,95.44,96.6,,,,0.8,,100.0,95.06,,,,,1268,,0.6302,VELLUM+JBREAK__domain_coding,2024,[VELLUM][JBREAK][LMSYS]
425,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,84.77,93.51,90.16,,,,0.8,,100.0,94.08,,,,,1268,,0.6263,VELLUM+JBREAK__system_prompt_none,2024,[VELLUM][JBREAK][LMSYS]
426,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,90.07,96.4,92.92,,,,0.8,,100.0,100,,,,,1268,,0.65,VELLUM+JBREAK__system_prompt_safety,2024,[VELLUM][JBREAK][LMSYS]
427,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,75.05,84.83,80.04,,,,0.8,,100.0,86.24,,,,,1268,,0.595,VELLUM+JBREAK__low_resource_lang,2024,[VELLUM][JBREAK][LMSYS]
428,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,81.24,86.76,86.48,,,,0.8,,100.0,89.18,,,,,1268,,0.6067,VELLUM+JBREAK__long_context,2024,[VELLUM][JBREAK][LMSYS]
429,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,80.35,89.65,88.32,,,,0.8,,100.0,90.16,,,,,1268,,0.6106,VELLUM+JBREAK__tool_use,2024,[VELLUM][JBREAK][LMSYS]
430,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,78.59,83.87,87.4,,,,0.8,,100.0,89.18,,,,,1268,,0.6067,VELLUM+JBREAK__instruction_complex,2024,[VELLUM][JBREAK][LMSYS]
431,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,72.41,77.12,80.96,,,,0.8,,100.0,84.28,,,,,1268,,0.5871,VELLUM+JBREAK__jailbreak_scenario,2024,[VELLUM][JBREAK][LMSYS]
432,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,90.95,97.36,92.0,,,,0.8,,100.0,100,,,,,1268,,0.65,VELLUM+JBREAK__safety_bench_direct,2024,[VELLUM][JBREAK][LMSYS]
433,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,83.0,89.65,89.24,,,,0.8,,100.0,93.1,,,,,1268,,0.6224,VELLUM+JBREAK__bias_test,2024,[VELLUM][JBREAK][LMSYS]
434,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,84.77,91.58,90.16,,,,0.8,,100.0,97.02,,,,,1268,,0.6381,VELLUM+JBREAK__factuality_test,2024,[VELLUM][JBREAK][LMSYS]
435,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,85.65,92.54,90.16,,,,0.8,,100.0,96.04,,,,,1268,,0.6342,VELLUM+JBREAK__consistency_test,2024,[VELLUM][JBREAK][LMSYS]
436,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,88.3,96.4,92.0,,,,0.8,,100.0,98.0,,,,,1268,,0.642,VELLUM+JBREAK__human_preference,2024,[VELLUM][JBREAK][LMSYS]
437,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,89.18,98.33,92.0,,,,0.8,,100.0,98.0,,,,,1268,,0.642,VELLUM+JBREAK__academic_benchmark,2024,[VELLUM][JBREAK][LMSYS]
438,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,86.53,93.51,91.08,,,,0.8,,100.0,96.04,,,,,1268,,0.6342,VELLUM+JBREAK__enterprise_usecase,2024,[VELLUM][JBREAK][LMSYS]
439,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,83.88,90.62,88.32,,,,0.8,,100.0,95.06,,,,,1268,,0.6302,VELLUM+JBREAK__creative_writing,2024,[VELLUM][JBREAK][LMSYS]
440,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,83.0,92.54,87.4,,,,0.8,,100.0,94.08,,,,,1268,,0.6263,VELLUM+JBREAK__reasoning_chain,2024,[VELLUM][JBREAK][LMSYS]
441,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,88.3,95.44,92.92,,,,0.8,,100.0,100,,,,,1268,,0.65,VELLUM+JBREAK__value_alignment,2024,[VELLUM][JBREAK][LMSYS]
442,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,76.82,81.94,81.88,,,,0.8,,100.0,86.24,,,,,1268,,0.595,VELLUM+JBREAK__robustness_noise,2024,[VELLUM][JBREAK][LMSYS]
443,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,77.7,83.87,82.8,,,,0.8,,100.0,89.18,,,,,1268,,0.6067,VELLUM+JBREAK__multilingual,2024,[VELLUM][JBREAK][LMSYS]
444,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,85.65,92.54,90.16,,,,0.8,,100.0,97.02,,,,,1268,,0.6381,VELLUM+JBREAK__summarization,2024,[VELLUM][JBREAK][LMSYS]
445,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,89.18,96.4,91.08,,,,0.8,,100.0,98.0,,,,,1268,,0.642,VELLUM+JBREAK__qa_closed,2024,[VELLUM][JBREAK][LMSYS]
446,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,84.77,91.58,89.24,,,,0.8,,100.0,96.04,,,,,1268,,0.6342,VELLUM+JBREAK__qa_open,2024,[VELLUM][JBREAK][LMSYS]
447,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,90.07,97.36,92.0,,,,0.8,,100.0,100,,,,,1268,,0.65,VELLUM+JBREAK__dialogue_safety,2024,[VELLUM][JBREAK][LMSYS]
448,Claude-3.5-Sonnet-20240620,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,80.35,89.65,84.64,,,,0.8,,100.0,92.12,,,,,1268,,0.6185,VELLUM+JBREAK__data_contamination,2024,[VELLUM][JBREAK][LMSYS]
449,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,88.3,96.4,92.0,,,,0.8,,100.0,98.0,,,,,1291,,0.642,VELLUM+LMSYS__standard_0shot,2024,[VELLUM][LMSYS]
450,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,89.18,98.33,90.16,,,,0.8,,100.0,98.0,,,,,1291,,0.642,VELLUM+LMSYS__standard_5shot,2024,[VELLUM][LMSYS]
451,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,85.65,91.58,91.08,,,,0.8,,100.0,95.06,,,,,1291,,0.6302,VELLUM+LMSYS__chat_multiturn,2024,[VELLUM][LMSYS]
452,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,79.47,81.94,84.64,,,,0.8,,100.0,89.18,,,,,1291,,0.6067,VELLUM+LMSYS__adversarial_prompt,2024,[VELLUM][LMSYS]
453,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,77.7,79.05,83.72,,,,0.8,,100.0,88.2,,,,,1291,,0.6028,VELLUM+LMSYS__red_team_test,2024,[VELLUM][LMSYS]
454,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,87.42,99.29,89.24,,,,0.8,,100.0,97.02,,,,,1291,,0.6381,VELLUM+LMSYS__domain_science,2024,[VELLUM][LMSYS]
455,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,83.88,100,88.32,,,,0.8,,100.0,96.04,,,,,1291,,0.6342,VELLUM+LMSYS__domain_math,2024,[VELLUM][LMSYS]
456,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,82.12,95.44,96.6,,,,0.8,,100.0,95.06,,,,,1291,,0.6302,VELLUM+LMSYS__domain_coding,2024,[VELLUM][LMSYS]
457,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,84.77,93.51,90.16,,,,0.8,,100.0,94.08,,,,,1291,,0.6263,VELLUM+LMSYS__system_prompt_none,2024,[VELLUM][LMSYS]
458,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,90.07,96.4,92.92,,,,0.8,,100.0,100,,,,,1291,,0.65,VELLUM+LMSYS__system_prompt_safety,2024,[VELLUM][LMSYS]
459,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,75.05,84.83,80.04,,,,0.8,,100.0,86.24,,,,,1291,,0.595,VELLUM+LMSYS__low_resource_lang,2024,[VELLUM][LMSYS]
460,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,81.24,86.76,86.48,,,,0.8,,100.0,89.18,,,,,1291,,0.6067,VELLUM+LMSYS__long_context,2024,[VELLUM][LMSYS]
461,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,80.35,89.65,88.32,,,,0.8,,100.0,90.16,,,,,1291,,0.6106,VELLUM+LMSYS__tool_use,2024,[VELLUM][LMSYS]
462,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,78.59,83.87,87.4,,,,0.8,,100.0,89.18,,,,,1291,,0.6067,VELLUM+LMSYS__instruction_complex,2024,[VELLUM][LMSYS]
463,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,72.41,77.12,80.96,,,,0.8,,100.0,84.28,,,,,1291,,0.5871,VELLUM+LMSYS__jailbreak_scenario,2024,[VELLUM][LMSYS]
464,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,90.95,97.36,92.0,,,,0.8,,100.0,100,,,,,1291,,0.65,VELLUM+LMSYS__safety_bench_direct,2024,[VELLUM][LMSYS]
465,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,83.0,89.65,89.24,,,,0.8,,100.0,93.1,,,,,1291,,0.6224,VELLUM+LMSYS__bias_test,2024,[VELLUM][LMSYS]
466,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,84.77,91.58,90.16,,,,0.8,,100.0,97.02,,,,,1291,,0.6381,VELLUM+LMSYS__factuality_test,2024,[VELLUM][LMSYS]
467,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,85.65,92.54,90.16,,,,0.8,,100.0,96.04,,,,,1291,,0.6342,VELLUM+LMSYS__consistency_test,2024,[VELLUM][LMSYS]
468,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,88.3,96.4,92.0,,,,0.8,,100.0,98.0,,,,,1291,,0.642,VELLUM+LMSYS__human_preference,2024,[VELLUM][LMSYS]
469,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,89.18,98.33,92.0,,,,0.8,,100.0,98.0,,,,,1291,,0.642,VELLUM+LMSYS__academic_benchmark,2024,[VELLUM][LMSYS]
470,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,86.53,93.51,91.08,,,,0.8,,100.0,96.04,,,,,1291,,0.6342,VELLUM+LMSYS__enterprise_usecase,2024,[VELLUM][LMSYS]
471,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,83.88,90.62,88.32,,,,0.8,,100.0,95.06,,,,,1291,,0.6302,VELLUM+LMSYS__creative_writing,2024,[VELLUM][LMSYS]
472,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,83.0,92.54,87.4,,,,0.8,,100.0,94.08,,,,,1291,,0.6263,VELLUM+LMSYS__reasoning_chain,2024,[VELLUM][LMSYS]
473,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,88.3,95.44,92.92,,,,0.8,,100.0,100,,,,,1291,,0.65,VELLUM+LMSYS__value_alignment,2024,[VELLUM][LMSYS]
474,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,76.82,81.94,81.88,,,,0.8,,100.0,86.24,,,,,1291,,0.595,VELLUM+LMSYS__robustness_noise,2024,[VELLUM][LMSYS]
475,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,77.7,83.87,82.8,,,,0.8,,100.0,89.18,,,,,1291,,0.6067,VELLUM+LMSYS__multilingual,2024,[VELLUM][LMSYS]
476,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,85.65,92.54,90.16,,,,0.8,,100.0,97.02,,,,,1291,,0.6381,VELLUM+LMSYS__summarization,2024,[VELLUM][LMSYS]
477,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,89.18,96.4,91.08,,,,0.8,,100.0,98.0,,,,,1291,,0.642,VELLUM+LMSYS__qa_closed,2024,[VELLUM][LMSYS]
478,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,84.77,91.58,89.24,,,,0.8,,100.0,96.04,,,,,1291,,0.6342,VELLUM+LMSYS__qa_open,2024,[VELLUM][LMSYS]
479,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,90.07,97.36,92.0,,,,0.8,,100.0,100,,,,,1291,,0.65,VELLUM+LMSYS__dialogue_safety,2024,[VELLUM][LMSYS]
480,Claude-3.5-Sonnet-20241022,Anthropic,2024,,Transformer-Decoder,0,1,1,RLHF+CAI,1,80.35,89.65,84.64,,,,0.8,,100.0,92.12,,,,,1291,,0.6185,VELLUM+LMSYS__data_contamination,2024,[VELLUM][LMSYS]
481,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,71.8,86.5,67.7,,,,2.0,,,90.0,,,,,1111,,,TechReport__standard_0shot,2023,[PAPERS]
482,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,72.52,88.23,66.35,,,,2.0,,,90.0,,,,,1111,,,TechReport__standard_5shot,2023,[PAPERS]
483,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,69.65,82.17,67.02,,,,2.0,,,87.3,,,,,1111,,,TechReport__chat_multiturn,2023,[PAPERS]
484,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,64.62,73.52,62.28,,,,2.0,,,81.9,,,,,1111,,,TechReport__adversarial_prompt,2023,[PAPERS]
485,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,63.18,70.93,61.61,,,,2.0,,,81.0,,,,,1111,,,TechReport__red_team_test,2023,[PAPERS]
486,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,71.08,89.09,65.67,,,,2.0,,,89.1,,,,,1111,,,TechReport__domain_science,2023,[PAPERS]
487,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,68.21,93.42,64.99,,,,2.0,,,88.2,,,,,1111,,,TechReport__domain_math,2023,[PAPERS]
488,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,66.77,85.64,71.09,,,,2.0,,,87.3,,,,,1111,,,TechReport__domain_coding,2023,[PAPERS]
489,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,68.93,83.91,66.35,,,,2.0,,,86.4,,,,,1111,,,TechReport__system_prompt_none,2023,[PAPERS]
490,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,73.24,86.5,68.38,,,,2.0,,,92.7,,,,,1111,,,TechReport__system_prompt_safety,2023,[PAPERS]
491,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,61.03,76.12,58.9,,,,2.0,,,79.2,,,,,1111,,,TechReport__low_resource_lang,2023,[PAPERS]
492,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,66.06,77.85,63.64,,,,2.0,,,81.9,,,,,1111,,,TechReport__long_context,2023,[PAPERS]
493,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,65.34,80.45,64.99,,,,2.0,,,82.8,,,,,1111,,,TechReport__tool_use,2023,[PAPERS]
494,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,63.9,75.25,64.31,,,,2.0,,,81.9,,,,,1111,,,TechReport__instruction_complex,2023,[PAPERS]
495,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,58.88,69.2,59.58,,,,2.0,,,77.4,,,,,1111,,,TechReport__jailbreak_scenario,2023,[PAPERS]
496,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,73.95,87.36,67.7,,,,2.0,,,95.4,,,,,1111,,,TechReport__safety_bench_direct,2023,[PAPERS]
497,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,67.49,80.45,65.67,,,,2.0,,,85.5,,,,,1111,,,TechReport__bias_test,2023,[PAPERS]
498,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,68.93,82.17,66.35,,,,2.0,,,89.1,,,,,1111,,,TechReport__factuality_test,2023,[PAPERS]
499,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,69.65,83.04,66.35,,,,2.0,,,88.2,,,,,1111,,,TechReport__consistency_test,2023,[PAPERS]
500,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,71.8,86.5,67.7,,,,2.0,,,90.0,,,,,1111,,,TechReport__human_preference,2023,[PAPERS]
501,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,72.52,88.23,67.7,,,,2.0,,,90.0,,,,,1111,,,TechReport__academic_benchmark,2023,[PAPERS]
502,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,70.36,83.91,67.02,,,,2.0,,,88.2,,,,,1111,,,TechReport__enterprise_usecase,2023,[PAPERS]
503,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,68.21,81.31,64.99,,,,2.0,,,87.3,,,,,1111,,,TechReport__creative_writing,2023,[PAPERS]
504,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,67.49,83.04,64.31,,,,2.0,,,86.4,,,,,1111,,,TechReport__reasoning_chain,2023,[PAPERS]
505,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,71.8,85.64,68.38,,,,2.0,,,93.6,,,,,1111,,,TechReport__value_alignment,2023,[PAPERS]
506,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,62.47,73.52,60.25,,,,2.0,,,79.2,,,,,1111,,,TechReport__robustness_noise,2023,[PAPERS]
507,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,63.18,75.25,60.93,,,,2.0,,,81.9,,,,,1111,,,TechReport__multilingual,2023,[PAPERS]
508,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,69.65,83.04,66.35,,,,2.0,,,89.1,,,,,1111,,,TechReport__summarization,2023,[PAPERS]
509,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,72.52,86.5,67.02,,,,2.0,,,90.0,,,,,1111,,,TechReport__qa_closed,2023,[PAPERS]
510,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,68.93,82.17,65.67,,,,2.0,,,88.2,,,,,1111,,,TechReport__qa_open,2023,[PAPERS]
511,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,73.24,87.36,67.7,,,,2.0,,,93.6,,,,,1111,,,TechReport__dialogue_safety,2023,[PAPERS]
512,Gemini-1.0-Pro,Google DeepMind,2023,,Transformer-Decoder,0,1,0,RLHF,1,65.34,80.45,62.28,,,,2.0,,,84.6,,,,,1111,,,TechReport__data_contamination,2023,[PAPERS]
513,Gemini-1.5-Flash-001,Google DeepMind,2024,,Transformer-MoE,0,1,0,RLHF,1,78.9,86.2,74.3,,,,1.9,,,89.0,,,,,1224,,,TechReport+ORBENCH__standard_0shot,2024,[PAPERS][ORBENCH]
